Center name,E[Nq],m*Rho,Rho,E[Ns],E[Tq],E[S],E[Ts],NormalEnqueued,PriorityEnqueued,TotalEnqueued,TotalServed,E[Tq] Normal,E[Tq] Priority
Restaurant_1,4.230982435166237,28.200854417133815,0.28200854417133814,32.43183685230005,2.8873096342577265,19.244844406850113,22.13215404110784,1165,0,1165,1165,2.8873096342577265,0.0
Skull_Island,165.16376930846164,14.78771425173689,0.22405627654146804,179.9514835601985,60.87552273620491,6.007424028179179,66.88294676438409,1716,441,2157,1957,75.64907070331338,3.3893360886809516
Entrance,0.0,2.1529357784289447,0.07176452594763148,2.1529357784289447,0.0,0.39972607130389404,0.39972607130389404,4282,0,4282,4282,0.0,0.0
Storm_Force,31.924886482823684,12.492155192937913,0.20820258654896523,44.417041675761595,10.197237351131134,3.999804036714099,14.197041387845234,1964,525,2489,2483,12.326929862792486,2.2301590789352366
Harry_Potter_Journey,384.7665790014817,42.00915442208146,0.22345294905362478,426.7757334235632,43.73707918921588,5.000466930204091,48.737546119419974,5454,1540,6994,6679,55.496768888099034,2.089450866028981
Jurassic_World_VelociCoaster,560.5019628853056,21.420126146340547,0.22312631402438068,581.9220890316462,69.31253376601977,3.0204734009697027,72.33300716698947,4951,1478,6429,5638,89.12413974813414,2.9476750262040508
Incredible_Hulk_Coaster,166.89532213528972,6.794983626785526,0.21234323833704769,173.69030576207527,65.65320222579555,2.9995269254104913,68.65272915120605,1566,455,2021,1801,83.34500350942028,4.762299346330877
Restaurant_4,15.303884721452949,32.09699754662344,0.3209699754662344,47.400882268076394,9.749114325571554,20.44691947731251,30.196033802884063,1248,0,1248,1248,9.749114325571554,0.0
Doctor_Doom_Fearfall,157.08077302580205,6.723634996980723,0.2101135936556476,163.80440802278278,44.95405281024593,1.9915888240853348,46.94564163433127,2172,606,2778,2684,56.65136892456493,3.0290188163501877
Restaurant_3,4.671945867643748,27.829531516540857,0.27829531516540856,32.50147738418461,3.2467574118158864,19.34006520590593,22.586822617721815,1144,0,1144,1144,3.2467574118158864,0.0
Flight_Hippogriff,116.57097034571487,2.7182101493890696,0.19415786781350497,119.28918049510393,75.90192852265004,2.0234377124060887,77.92536623505613,948,273,1221,1068,95.94699330587903,6.29489037429444
Restaurant_2,7.22597911650256,30.37652919021259,0.3037652919021259,37.60250830671515,4.693462445961652,19.73035026731802,24.423812713279673,1224,0,1224,1224,4.693462445961652,0.0
Restaurant_1,3.5003445133279953,27.94943546237325,0.2794943546237325,31.449779975701247,2.4363531934788916,19.453712651827917,21.890065845306808,1142,0,1142,1142,2.4363531934788916,0.0
Skull_Island,159.68369034296774,14.632018553506532,0.22169725081070502,174.31570889647426,60.412953565526976,6.041837907677552,66.45479147320452,1611,490,2101,1925,77.50718170396082,4.211317787941365
Entrance,0.0,2.0787108801734084,0.06929036267244695,2.0787108801734084,0.0,0.3950042651162072,0.3950042651162072,4183,0,4183,4183,0.0,0.0
Storm_Force,65.09902638385883,12.588687659722641,0.20981146099537734,77.68771404358148,20.648522776092186,3.992959930462871,24.641482706555056,1939,567,2506,2506,25.969635840356332,2.45162995138634
Harry_Potter_Journey,375.6086915259582,41.90909273725983,0.22292070604925443,417.517784263218,43.013932495681495,4.99808532373973,48.012017819421224,5294,1647,6941,6665,55.568555189275536,2.6592436432907687
Jurassic_World_VelociCoaster,652.374450293526,21.228548806911565,0.22113071673866214,673.6029991004375,78.78338311663586,3.0072919953287025,81.79067511196456,4958,1624,6582,5611,102.9097717152783,5.12658836782477
