SmallSeatsPercentage,PoissonParam,CenterName,Priority,AvgQueueTime,ConfInterval
0.1,3.0,Skull_Island,SMALL,3.214595306620922,0.06548166482046137
0.1,3.0,Storm_Force,PRIORITY,1.8931032274645714,0.020929431790681914
0.1,3.0,Flight_Hippogriff,SMALL,1.3938411405659763,0.05316858348095677
0.1,3.0,Incredible_Hulk_Coaster,PRIORITY,1.4296287771533682,0.020187197637577547
0.1,3.0,Jurassic_World_VelociCoaster,NORMAL,1.2444411466756113,0.023038250164156865
0.1,3.0,Storm_Force,SMALL,1.9456561333883209,0.016586769510077017
0.1,3.0,Incredible_Hulk_Coaster,NORMAL,1.4338224585979567,0.045052060871512666
0.1,3.0,Doctor_Doom_Fearfall,PRIORITY,0.9537923953946358,0.008840647244484285
0.1,3.0,Harry_Potter_Journey,PRIORITY,1.9808849356312317,0.019555847271568734
0.1,3.0,Skull_Island,PRIORITY,2.8833986459086915,0.0335509972577743
0.1,3.0,Harry_Potter_Journey,NORMAL,1.9648998983349517,0.04349721883304693
0.1,3.0,Doctor_Doom_Fearfall,NORMAL,0.9531726912063533,0.027193143438583454
0.1,3.0,Storm_Force,NORMAL,1.852045888409593,0.05736759949309059
0.1,3.0,Doctor_Doom_Fearfall,SMALL,1.1260918229652075,0.019276990586705622
0.1,3.0,Jurassic_World_VelociCoaster,PRIORITY,1.2340703399493747,0.013886201591097635
0.1,3.0,Jurassic_World_VelociCoaster,SMALL,2.0558652982984196,0.06688506497289307
0.1,3.0,Flight_Hippogriff,NORMAL,0.9735222485448832,0.029396774358492778
0.1,3.0,Harry_Potter_Journey,SMALL,2.269914777821072,0.03679882835095073
0.1,3.0,Flight_Hippogriff,PRIORITY,0.9917464916380697,0.018582752432217964
0.1,3.0,Incredible_Hulk_Coaster,SMALL,1.8451440864531052,0.05970377294951459
0.1,3.0,Skull_Island,NORMAL,2.8859123384442196,0.09440306724092262
0.0,3.0,Skull_Island,SMALL,3.219704617312623,0.0658317079628183
0.0,3.0,Storm_Force,PRIORITY,1.8961072061244575,0.02111260948621082
0.0,3.0,Flight_Hippogriff,SMALL,1.4148984381830232,0.056306852951544174
0.0,3.0,Incredible_Hulk_Coaster,PRIORITY,1.4284993032342697,0.020270779111727755
0.0,3.0,Jurassic_World_VelociCoaster,NORMAL,1.249936968621376,0.02335779179094913
0.0,3.0,Storm_Force,SMALL,1.942918521483869,0.013496958649695173
0.0,3.0,Incredible_Hulk_Coaster,NORMAL,1.4333413814268967,0.04607497041483532
0.0,3.0,Doctor_Doom_Fearfall,PRIORITY,0.9492970341340548,0.009729983692413123
0.0,3.0,Harry_Potter_Journey,PRIORITY,1.9716571436169783,0.019512947844779274
0.0,3.0,Skull_Island,PRIORITY,2.858140773415856,0.03248841911947621
0.0,3.0,Harry_Potter_Journey,NORMAL,1.9579643953586363,0.03648841888690872
0.0,3.0,Doctor_Doom_Fearfall,NORMAL,0.9585040829349833,0.028717920243534478
0.0,3.0,Storm_Force,NORMAL,1.8905572594167703,0.05334686266954336
0.0,3.0,Doctor_Doom_Fearfall,SMALL,1.129701138749661,0.0190730949589866
0.0,3.0,Jurassic_World_VelociCoaster,PRIORITY,1.2365902106653388,0.012803268742713814
0.0,3.0,Jurassic_World_VelociCoaster,SMALL,2.0638812677153813,0.06818027591252429
0.0,3.0,Flight_Hippogriff,NORMAL,0.968909793447116,0.029541987069570286
0.0,3.0,Harry_Potter_Journey,SMALL,2.269565053180394,0.03597278507852533
0.0,3.0,Flight_Hippogriff,PRIORITY,0.9959998179204422,0.01751640846074967
0.0,3.0,Incredible_Hulk_Coaster,SMALL,1.8438951631178793,0.05789173373223787
0.0,3.0,Skull_Island,NORMAL,2.8595591707932524,0.09386406090825343
