Center name,E[Nq],m*Rho,Rho,E[Ns],E[Tq],E[S],E[Ts],NormalEnqueued,PriorityEnqueued,TotalEnqueued,TotalServed,E[Tq] Normal,E[Tq] Priority
Restaurant_1,0.0,33.878166624286145,0.33878166624286143,33.878166624286145,NaN,4.625005682496401,NaN,0,0,0,879,0.0,0.0
Skull_Island,935.235528258757,63.63019879266093,0.9640939211009232,998.8657270514178,54.42689786180932,5.706744286337303,60.13364214814663,1979,83,2062,1338,56.5943141986459,2.74838062567009
Entrance,0.0,0.6262697831010342,0.020875659436701142,0.6262697831010342,NaN,0.10033694789335662,NaN,0,0,0,749,0.0,0.0
Storm_Force,23.843244912339124,45.47257184166062,0.7578761973610103,69.31581675399974,2.2582394549966023,3.971403654293504,6.229643109290106,1197,70,1267,1374,2.254134746090049,2.3284299772986743
Harry_Potter_Journey,1868.277738082141,186.19671096315582,0.9904080370380629,2054.4744490452968,39.40128797361282,4.800946565444499,44.202234539057315,5547,143,5690,4654,40.35478590413786,2.4149032140156876
Jurassic_World_VelociCoaster,3461.4801790401852,94.48157625330025,0.9841830859718775,3555.9617552934856,60.10383757557839,3.000208825190799,63.104046400769185,6670,241,6911,3779,62.21332008325096,1.7210644379184168
Incredible_Hulk_Coaster,1076.903184298128,30.391849900880576,0.949745309402518,1107.2950341990086,61.36200480331214,2.9293349302053566,64.29133973351749,2053,53,2106,1245,62.91225596848659,1.3117096692906816
Restaurant_4,0.0,38.77643511613625,0.3877643511613625,38.77643511613625,NaN,4.365077123767683,NaN,0,0,0,1066,0.0,0.0
Doctor_Doom_Fearfall,629.6861224316417,29.90592851786912,0.93456026618341,659.5920509495107,34.966374221099954,1.9674952972282316,36.93386951832819,2075,86,2161,1824,36.36922859283632,1.1184344379259308
Restaurant_3,0.0,35.06469426858346,0.3506469426858346,35.06469426858346,NaN,4.2289078514874525,NaN,0,0,0,995,0.0,0.0
Flight_Hippogriff,708.8104400268617,12.213200610665803,0.8723714721904144,721.0236406375275,63.4755617934503,1.993991936435233,65.46955372988553,1318,22,1340,735,64.50752873030223,1.6513607584117422
Restaurant_2,0.0,39.119792367378736,0.39119792367378736,39.119792367378736,NaN,4.606845028543129,NaN,0,0,0,1019,0.0,0.0
Restaurant_1,0.0,38.12878633953075,0.38128786339530746,38.12878633953075,NaN,4.248332739780585,NaN,0,0,0,1077,0.0,0.0
Skull_Island,776.6787193337769,64.65464434932993,0.9796158234746959,841.3333636831069,48.19102705276796,6.000431030100225,54.19145808286818,1824,110,1934,1293,50.91317357012569,3.0528884376725314
Entrance,0.0,0.699622959977116,0.023320765332570534,0.699622959977116,NaN,0.09683362767849356,NaN,0,0,0,867,0.0,0.0
Storm_Force,50.13164017046345,47.465319159839474,0.7910886526639912,97.59695933030292,4.157426966451703,3.730084020419605,7.887510986871307,1360,87,1447,1527,4.302057722577619,1.8965323879316534
Harry_Potter_Journey,1785.005302484196,186.38022303727203,0.9913841650918725,1971.385525521468,37.89820175125681,4.614323656792375,42.512525408049186,5333,319,5652,4847,40.01660351847659,2.4830399187078536
Jurassic_World_VelociCoaster,4237.433924941168,94.00423368111258,0.9792107675115894,4331.438158622281,66.61759085457096,2.9269610902266505,69.54455194479762,7284,349,7633,3854,69.7090065989576,2.096466837057154
Incredible_Hulk_Coaster,530.6031386582936,29.597271254881306,0.9249147267150408,560.2004099131749,39.35251955438518,2.925595181701612,42.27811473608679,1499,119,1618,1214,42.244737587353086,2.9202940802768635
Restaurant_4,0.0,36.487710128396984,0.36487710128396983,36.487710128396984,NaN,4.057947372944984,NaN,0,0,0,1079,0.0,0.0
Doctor_Doom_Fearfall,431.1581689545604,30.305143459892687,0.9470357331216465,461.46331241445307,25.66417672348574,1.9646770476429618,27.6288537711287,1876,140,2016,1851,27.491976105571027,1.1716650035430234
Restaurant_3,0.0,38.6140931323571,0.38614093132357097,38.6140931323571,NaN,4.472674880195803,NaN,0,0,0,1036,0.0,0.0
Flight_Hippogriff,282.8803886016791,12.093370559537858,0.8638121828241327,294.9737591612169,34.184941220746715,1.966401716998026,36.151342937744744,937,56,993,738,36.159220523582434,1.1510178857990354
Restaurant_2,0.0,35.91670542458467,0.3591670542458467,35.91670542458467,NaN,3.9723545170047565,NaN,0,0,0,1085,0.0,0.0
Restaurant_1,0.0,37.30972293572755,0.3730972293572755,37.30972293572755,NaN,4.2967051365521165,NaN,0,0,0,1042,0.0,0.0
Skull_Island,1047.8068875814276,64.44301152006051,0.9764092654554622,1112.2498991014882,58.02345478069743,5.999349404505245,64.02280418520267,2071,96,2167,1289,60.51301549681295,4.316368915330412
Entrance,0.0,0.699622959977116,0.023320765332570534,0.699622959977116,NaN,0.09683362767849356,NaN,0,0,0,867,0.0,0.0
Storm_Force,18.843824544922143,37.2935235571877,0.6215587259531283,56.13734810210984,2.09764280648484,3.8579507128125208,5.955593519297361,971,107,1078,1160,2.153795404459137,1.5880710996339744
Harry_Potter_Journey,1656.5341523537713,185.93452071883593,0.9890134080789145,1842.468673072607,34.91728408263702,4.614714061274108,39.531998143911125,5456,237,5693,4835,36.32635344149777,2.478961627175959
Jurassic_World_VelociCoaster,3799.293842556344,94.27247522525792,0.9820049502631033,3893.566317781602,62.97172114734272,2.9254453134292606,65.89716646077198,6972,268,7240,3867,65.3235291403688,1.7896117168284054
Incredible_Hulk_Coaster,647.053361528234,29.907785215935125,0.9346182879979726,676.961146744169,44.067198287961446,2.927352549683699,46.99455083764514,1724,38,1762,1226,44.9945619323854,1.99417399883318
Restaurant_4,0.0,32.99809213621936,0.32998092136219365,32.99809213621936,NaN,4.21252240036843,NaN,0,0,0,940,0.0,0.0
Doctor_Doom_Fearfall,535.9283258245927,30.26521246095863,0.9457878894049572,566.1935382855513,33.201548321606154,1.9663375719085194,35.16788589351467,1831,106,1937,1847,35.06801745532947,0.9609352664422247
Restaurant_3,0.0,38.52180273471434,0.38521802734714344,38.52180273471434,NaN,4.348651296487038,NaN,0,0,0,1063,0.0,0.0
Flight_Hippogriff,395.8332161030305,12.213092915367788,0.8723637796691277,408.04630901839835,43.02534957641636,1.9619426370068738,44.98729221342323,1056,48,1104,747,44.93955854669257,0.9127522303398289
Restaurant_2,0.0,34.55858779705764,0.3455858779705764,34.55858779705764,NaN,4.507641886572736,NaN,0,0,0,920,0.0,0.0
Restaurant_1,0.0,37.30972293572755,0.3730972293572755,37.30972293572755,NaN,4.2967051365521165,NaN,0,0,0,1042,0.0,0.0
Skull_Island,1047.8068875814276,64.44301152006051,0.9764092654554622,1112.2498991014882,58.02345478069743,5.999349404505245,64.02280418520267,2071,96,2167,1289,60.51301549681295,4.316368915330412
Entrance,0.0,0.699622959977116,0.023320765332570534,0.699622959977116,NaN,0.09683362767849356,NaN,0,0,0,867,0.0,0.0
Storm_Force,18.843824544922143,37.2935235571877,0.6215587259531283,56.13734810210984,2.09764280648484,3.8579507128125208,5.955593519297361,971,107,1078,1160,2.153795404459137,1.5880710996339744
Harry_Potter_Journey,1656.5341523537713,185.93452071883593,0.9890134080789145,1842.468673072607,34.91728408263702,4.614714061274108,39.531998143911125,5456,237,5693,4835,36.32635344149777,2.478961627175959
Jurassic_World_VelociCoaster,3799.293842556344,94.27247522525792,0.9820049502631033,3893.566317781602,62.97172114734272,2.9254453134292606,65.89716646077198,6972,268,7240,3867,65.3235291403688,1.7896117168284054
Incredible_Hulk_Coaster,647.053361528234,29.907785215935125,0.9346182879979726,676.961146744169,44.067198287961446,2.927352549683699,46.99455083764514,1724,38,1762,1226,44.9945619323854,1.99417399883318
Restaurant_4,0.0,32.99809213621936,0.32998092136219365,32.99809213621936,NaN,4.21252240036843,NaN,0,0,0,940,0.0,0.0
Doctor_Doom_Fearfall,535.9283258245927,30.26521246095863,0.9457878894049572,566.1935382855513,33.201548321606154,1.9663375719085194,35.16788589351467,1831,106,1937,1847,35.06801745532947,0.9609352664422247
Restaurant_3,0.0,38.52180273471434,0.38521802734714344,38.52180273471434,NaN,4.348651296487038,NaN,0,0,0,1063,0.0,0.0
Flight_Hippogriff,395.8332161030305,12.213092915367788,0.8723637796691277,408.04630901839835,43.02534957641636,1.9619426370068738,44.98729221342323,1056,48,1104,747,44.93955854669257,0.9127522303398289
Restaurant_2,0.0,34.55858779705764,0.3455858779705764,34.55858779705764,NaN,4.507641886572736,NaN,0,0,0,920,0.0,0.0
