Center name,E[Nq],m*Rho,Rho,E[Ns],E[Tq],E[S],E[Ts],NormalEnqueued,PriorityEnqueued,TotalEnqueued,TotalServed,E[Tq] Normal,E[Tq] Priority
Restaurant_1,0.0,8.553756592456535,0.08553756592456535,8.553756592456535,NaN,4.3493677588762045,NaN,0,0,0,354,0.0,0.0
Skull_Island,274.66888517159805,58.64063674501429,0.8884944961365802,333.3095219166123,20.81701024458427,5.980348223287576,26.797358467871845,1927,448,2375,1765,24.93378319441311,3.109373025119623
Entrance,0.0,4.62985078803615,0.154328359601205,4.62985078803615,NaN,0.09942414004372549,NaN,0,0,0,8382,0.0,0.0
Storm_Force,153.8910087867924,52.65397352417488,0.8775662254029146,206.54498231096733,10.3746747496714,3.9067251584301235,14.281399908101523,2120,550,2670,2426,12.486763264872083,2.2335335638069456
Harry_Potter_Journey,709.1636831980754,173.11763394749437,0.920838478444119,882.2813171455698,17.20806996166805,4.954869472181426,22.162939433849473,6141,1277,7418,6289,20.22482671934326,2.700706415165705
Jurassic_World_VelociCoaster,942.3582637169123,89.64760900333545,0.9338292604514109,1032.0058727202477,22.99369492599217,2.978325880509483,25.972020806501654,5818,1559,7377,5418,28.17090092275973,3.672986465957661
Incredible_Hulk_Coaster,223.13266228311073,28.25666098038743,0.8830206556371072,251.38932326349814,18.322937596240845,2.934909969111216,21.257847565352062,1759,433,2192,1733,21.71240663981979,4.553708848768891
Restaurant_4,0.0,10.239152837160084,0.10239152837160084,10.239152837160084,NaN,4.367411162769704,NaN,0,0,0,422,0.0,0.0
Doctor_Doom_Fearfall,375.5894077708534,28.231726403835875,0.8822414501198711,403.8211341746893,20.59905344264278,1.9928277461531205,22.591881188795902,2593,689,3282,2550,25.253525054967845,3.082297432832992
Restaurant_3,0.0,10.206138825877776,0.10206138825877777,10.206138825877776,NaN,4.592762471644999,NaN,0,0,0,400,0.0,0.0
Flight_Hippogriff,161.2064035279931,11.11037901444268,0.79359850103162,172.31678254243576,20.90572956414896,1.9998682225996824,22.905597786748643,1067,321,1388,1000,25.32894754620884,6.2030081097629886
Restaurant_2,0.0,8.275771120773388,0.08275771120773388,8.275771120773388,NaN,4.368442233839325,NaN,0,0,0,341,0.0,0.0
