Center name,E[Nq],m*Rho,Rho,E[Ns],E[Tq],E[S],E[Ts],NormalEnqueued,PriorityEnqueued,TotalEnqueued,TotalServed,E[Tq] Normal,E[Tq] Priority
Restaurant_1,87.68177999193647,87.48219813888845,0.8748219813888845,175.16397813082492,5.991921183959212,4.2953616107473875,10.287282794706599,1756,0,1756,2444,5.991921183959212,0.0
Skull_Island,544.4808008088947,64.8299051524768,0.9822712901890424,609.3107059613716,34.424497416789976,5.7160827467283,40.14058016351827,1711,187,1898,1361,37.81609472485763,3.392288892170865
Entrance,0.0,3.300609881697073,0.11002032938990243,3.300609881697073,NaN,0.09969121213280864,NaN,0,0,0,3973,0.0,0.0
Storm_Force,179.29778123338124,57.484910341376604,0.9580818390229434,236.78269157475785,12.501878993611708,3.8732112526474975,16.375090246259205,1499,222,1721,1781,14.039492239314974,2.1195264922189017
Harry_Potter_Journey,1305.129123706278,185.69450874855147,0.9877367486625078,1490.8236324548295,27.43789328044032,4.799341169465039,32.23723444990536,5018,690,5708,4643,30.875497566315826,2.438040662290661
Jurassic_World_VelociCoaster,1951.5522080298751,94.5090100995282,0.9844688552034188,2046.0612181294032,40.272788471811694,2.927486115628132,43.20027458743983,5015,800,5815,3874,46.385014217260434,1.9567733300297798
Incredible_Hulk_Coaster,554.0221859795025,30.385157308147896,0.9495361658796218,584.4073432876504,37.433931485101525,3.0034751869668432,40.43740667206837,1477,299,1776,1214,44.308977967673044,3.472581469187975
Restaurant_4,304.5536880532224,92.91253982410649,0.9291253982410649,397.46622787732883,14.74241329826006,4.515797804330814,19.258211102590874,2479,0,2479,2469,14.74241329826006,0.0
Doctor_Doom_Fearfall,597.8494078380593,30.066804679518228,0.9395876462349446,627.9162125175775,29.450709745717205,1.9387515107695794,31.389461256486783,2102,334,2436,1861,33.85303478744958,1.7450593333775246
Restaurant_3,109.29379752318809,87.68798739682971,0.8768798739682971,196.98178492001782,6.613845538468266,4.27920231298071,10.893047851448976,1983,0,1983,2459,6.613845538468266,0.0
Flight_Hippogriff,403.65670810971955,12.06241709077981,0.8616012207699865,415.7191252004994,42.12069997666639,1.940335188865385,44.06103516553177,963,187,1150,746,49.17944457043687,5.770052683613039
Restaurant_2,141.86213967859663,88.56637184284912,0.8856637184284912,230.42851152144576,8.703198753288138,4.493853962427862,13.197052715716001,1956,0,1956,2365,8.703198753288138,0.0
Restaurant_1,80.65524883177842,88.27152078085699,0.8827152078085699,168.9267696126354,5.268715220366582,4.260894003902992,9.529609224269574,1837,0,1837,2486,5.268715220366582,0.0
Skull_Island,614.8178839508543,63.865873345699896,0.9676647476621196,678.6837572965542,38.246835704563246,5.715066966058156,43.9619026706214,1633,296,1929,1341,44.204454623426116,5.379296196106924
Entrance,0.0,3.238676149148067,0.1079558716382689,3.238676149148067,NaN,0.09962602868438042,NaN,0,0,0,3901,0.0,0.0
Storm_Force,364.7747005333274,58.295553597836566,0.9715925599639428,423.07025413116395,21.166810475821705,3.869173911360834,25.035984387182538,1737,331,2068,1808,24.818548311503324,2.0034611689366124
Harry_Potter_Journey,1415.7519934608847,185.622663505768,0.9873545931157872,1601.3746569666525,30.353803683277853,4.797484303401284,35.15128798667914,4800,797,5597,4643,34.93567202299882,2.75911355697855
Jurassic_World_VelociCoaster,1969.0457444407584,94.56087160074092,0.9850090791743846,2063.6066160414994,39.03609604045779,2.9275811641096263,41.96367720456742,5135,918,6053,3876,45.66186572663076,1.9736479593051515
Incredible_Hulk_Coaster,343.29373110476246,30.59735688389699,0.9561674026217809,373.8910879886595,25.763131790226076,2.8551188383107613,28.61825062853684,1369,230,1599,1286,29.62522782772437,2.775264506160159
Restaurant_4,84.40057974164306,89.8060159542429,0.8980601595424289,174.20659569588594,5.902138443471543,4.343700892587322,10.245839336058864,1716,0,1716,2481,5.902138443471543,0.0
Doctor_Doom_Fearfall,359.03966042368467,30.47105585750654,0.9522204955470793,389.5107162811912,20.076775046990754,1.9336471194610179,22.01042216645177,1824,322,2146,1891,23.33063602072957,1.644966301339843
Restaurant_3,121.18324716008719,89.81731608554401,0.8981731608554401,211.0005632456312,6.631094235846085,4.401011813093214,11.032106048939298,2193,0,2193,2449,6.631094235846085,0.0
Flight_Hippogriff,200.2099923045375,12.420800708686835,0.8872000506204882,212.63079301322435,25.833547394133873,1.9663536741984435,27.799901068332318,771,159,930,758,30.76705946934912,1.9106680860147052
Restaurant_2,179.7529654008376,89.0863511261553,0.8908635112615529,268.8393165269929,10.079605536495567,4.265906678028187,14.345512214523755,2140,0,2140,2506,10.079605536495567,0.0
Restaurant_1,45.18516256197706,86.1519849769948,0.861519849769948,131.33714753897186,3.815777274762313,4.2897253930453845,8.105502667807698,1421,0,1421,2410,3.815777274762313,0.0
Skull_Island,658.6339967074433,63.919827218817815,0.9684822305881488,722.5538239262611,40.698290218791556,5.711376966685136,46.40966718547669,1617,325,1942,1343,48.23941346707182,3.178301626578619
Entrance,0.0,3.238676149148067,0.1079558716382689,3.238676149148067,NaN,0.09962602868438042,NaN,0,0,0,3901,0.0,0.0
Storm_Force,90.61779509154438,58.05941560964679,0.9676569268274465,148.67721070119117,5.932425210575737,3.999500501238585,9.931925711814323,1585,248,1833,1742,6.544436092521071,2.020984694917065
Harry_Potter_Journey,1251.6859186269564,187.08482338784603,0.9951320392970533,1438.7707420148024,26.263736708381668,4.802177284821717,31.065913993203385,4950,769,5719,4675,29.97559644300026,2.370751420524608
Jurassic_World_VelociCoaster,1966.6650289889078,94.25733549586089,0.9818472447485509,2060.922364484769,41.072015920408795,2.9994378837187234,44.071453804127515,5033,713,5746,3771,46.66364964376623,1.6011989082658042
Incredible_Hulk_Coaster,657.1447129696044,30.084033377071286,0.9401260430334777,687.2287463466757,42.71796617353875,2.8560791180763876,45.574045291615136,1555,291,1846,1264,50.41930419225548,1.564768169743072
Restaurant_4,165.19964646341643,90.12016763076313,0.9012016763076314,255.31981409417958,9.152334984122794,4.430323685248495,13.582658669371288,2166,0,2166,2441,9.152334984122794,0.0
Doctor_Doom_Fearfall,329.2265359625214,30.163547177578337,0.942610849299323,359.3900831400997,17.884646589181784,1.9387389723135515,19.823385561495336,1832,377,2209,1867,21.374139232419278,0.9277486517518823
Restaurant_3,127.44009878184997,90.11173905670586,0.9011173905670585,217.55183783855585,7.430909549962098,4.492483874866931,11.92339342482903,2058,0,2058,2407,7.430909549962098,0.0
Flight_Hippogriff,370.0428216310572,12.336015711734793,0.8811439794096281,382.37883734279205,39.192531858540924,1.932535098444093,41.125066956985016,961,172,1133,766,46.03810270959558,0.9448947197995842
Restaurant_2,77.19920591086519,87.66060614207679,0.8766060614207679,164.85981205294198,6.015522538508976,4.304121414504588,10.319643953013564,1540,0,1540,2444,6.015522538508976,0.0
Restaurant_1,45.18516256197706,86.1519849769948,0.861519849769948,131.33714753897186,3.815777274762313,4.2897253930453845,8.105502667807698,1421,0,1421,2410,3.815777274762313,0.0
Skull_Island,658.6339967074433,63.919827218817815,0.9684822305881488,722.5538239262611,40.698290218791556,5.711376966685136,46.40966718547669,1617,325,1942,1343,48.23941346707182,3.178301626578619
Entrance,0.0,3.238676149148067,0.1079558716382689,3.238676149148067,NaN,0.09962602868438042,NaN,0,0,0,3901,0.0,0.0
Storm_Force,90.61779509154438,58.05941560964679,0.9676569268274465,148.67721070119117,5.932425210575737,3.999500501238585,9.931925711814323,1585,248,1833,1742,6.544436092521071,2.020984694917065
Harry_Potter_Journey,1251.6859186269564,187.08482338784603,0.9951320392970533,1438.7707420148024,26.263736708381668,4.802177284821717,31.065913993203385,4950,769,5719,4675,29.97559644300026,2.370751420524608
Jurassic_World_VelociCoaster,1966.6650289889078,94.25733549586089,0.9818472447485509,2060.922364484769,41.072015920408795,2.9994378837187234,44.071453804127515,5033,713,5746,3771,46.66364964376623,1.6011989082658042
Incredible_Hulk_Coaster,657.1447129696044,30.084033377071286,0.9401260430334777,687.2287463466757,42.71796617353875,2.8560791180763876,45.574045291615136,1555,291,1846,1264,50.41930419225548,1.564768169743072
Restaurant_4,165.19964646341643,90.12016763076313,0.9012016763076314,255.31981409417958,9.152334984122794,4.430323685248495,13.582658669371288,2166,0,2166,2441,9.152334984122794,0.0
Doctor_Doom_Fearfall,329.2265359625214,30.163547177578337,0.942610849299323,359.3900831400997,17.884646589181784,1.9387389723135515,19.823385561495336,1832,377,2209,1867,21.374139232419278,0.9277486517518823
Restaurant_3,127.44009878184997,90.11173905670586,0.9011173905670585,217.55183783855585,7.430909549962098,4.492483874866931,11.92339342482903,2058,0,2058,2407,7.430909549962098,0.0
Flight_Hippogriff,370.0428216310572,12.336015711734793,0.8811439794096281,382.37883734279205,39.192531858540924,1.932535098444093,41.125066956985016,961,172,1133,766,46.03810270959558,0.9448947197995842
