Center name,E[Nq],m*Rho,Rho,E[Ns],E[Tq],E[S],E[Ts],NormalEnqueued,PriorityEnqueued,TotalEnqueued,TotalServed,E[Tq] Normal,E[Tq] Priority
Restaurant_1,0.0,33.878166624286145,0.33878166624286143,33.878166624286145,NaN,17.988407057143085,NaN,0,0,0,226,0.0,0.0
Skull_Island,238.0617260816718,15.836570434830268,0.2399480368913677,253.89829651650206,55.3631921120167,5.689785784968959,61.05297789698566,496,20,516,334,57.48794604586831,2.6692945524963703
Entrance,0.0,0.6262697831010342,0.020875659436701142,0.6262697831010342,NaN,0.40622904849796815,NaN,0,0,0,185,0.0,0.0
Storm_Force,5.845448650207897,11.217048410628827,0.1869508068438138,17.062497060836723,2.2339294204616165,3.9706366055323286,6.204566025993945,295,19,314,339,2.235615832485779,2.2077456548233
Harry_Potter_Journey,471.184359931987,47.194619682195665,0.25103521107550886,518.3789796141826,39.319974403225615,4.791331947431032,44.11130635065665,1400,38,1438,1182,40.32338929245972,2.3520574314421556
Jurassic_World_VelociCoaster,863.5460386668151,23.387405612717817,0.2436188084658106,886.933444279533,60.84881071052133,2.9983853349638228,63.84719604548515,1641,62,1703,936,63.08318587600361,1.7099454434824184
Incredible_Hulk_Coaster,261.3788120998835,7.373207356394859,0.23041272988733935,268.75201945627833,60.90380087764275,2.9104765880506025,63.81427746569335,504,11,515,304,62.20286193764628,1.3831850374815013
Restaurant_4,0.0,38.77643511613625,0.3877643511613625,38.77643511613625,NaN,18.03555121680756,NaN,0,0,0,258,0.0,0.0
Doctor_Doom_Fearfall,154.88518402524954,7.267944904370826,0.22712327826158832,162.15312892962038,34.80565933151675,1.951126148824383,36.75678548034114,511,23,534,447,36.32005583566944,1.1597196088198911
Restaurant_3,0.0,35.06469426858346,0.3506469426858346,35.06469426858346,NaN,17.315898404238744,NaN,0,0,0,243,0.0,0.0
Flight_Hippogriff,173.8881408300704,3.015487408467005,0.21539195774764322,176.9036282385374,62.85113523978448,1.9992181713593404,64.85035341114383,326,6,332,181,63.97758240352504,1.6475060098805443
Restaurant_2,0.0,39.119792367378736,0.39119792367378736,39.119792367378736,NaN,19.318415983890734,NaN,0,0,0,243,0.0,0.0
Restaurant_1,0.0,38.12878633953075,0.38128786339530746,38.12878633953075,NaN,18.08479984483672,NaN,0,0,0,253,0.0,0.0
