Center name,E[Nq],m*Rho,Rho,E[Ns],E[Tq],E[S],E[Ts],NormalEnqueued,PriorityEnqueued,TotalEnqueued,TotalServed,E[Tq] Normal,E[Tq] Priority
Restaurant_1,2.093217747618979,19.603476775934528,0.19603476775934528,21.696694523553507,7.658113710801143,17.87551073793422,25.533624448735363,82,0,82,329,7.658113710801143,0.0
Skull_Island,240.84325774946745,16.545851692080976,0.25069472260728753,257.38910944154844,65.86415435263467,5.8673232950641765,71.73147764769885,858,239,1097,846,83.19901223802736,3.632739851936387
Entrance,0.0,1.356761119003302,0.0452253706334434,1.356761119003302,NaN,0.3982664732886405,NaN,0,0,0,1022,0.0,0.0
Storm_Force,41.310696504435406,14.799461151889481,0.2466576858648247,56.11015765632488,11.144972078534732,3.9500341152729934,15.095006193807725,835,277,1112,1124,14.03161521416372,2.4433582942379592
Harry_Potter_Journey,595.897239714606,47.372108577283285,0.2519793009429962,643.2693482918894,54.05780825956511,4.917519921517297,58.9753281810824,2642,665,3307,2890,66.99534263439101,2.6578596606328984
Jurassic_World_VelociCoaster,797.3843224788279,23.981537201104477,0.24980767917817162,821.3658596799324,71.79330634563277,2.996443631958077,74.78974997759084,2547,785,3332,2401,93.0383258954343,2.862013615257868
Incredible_Hulk_Coaster,247.22311546675212,7.6684992986460445,0.2396406030826889,254.89161476539817,69.12109472509378,2.968451341411372,72.08954606650515,816,257,1073,775,89.21073521133069,5.334531936108077
Restaurant_4,9.687546147504696,23.92175953615371,0.2392175953615371,33.60930568365841,14.903917150007226,17.676176997157913,32.58009414716514,195,0,195,406,14.903917150007226,0.0
Doctor_Doom_Fearfall,239.55008459197813,7.558447277103351,0.23620147740947972,247.1085318690815,53.35191193585259,1.9803791992410527,55.33229113509364,1032,315,1347,1145,68.58511079841612,3.4450509004063976
Restaurant_3,1.1366526745567758,17.241439985065753,0.17241439985065754,18.378092659622528,5.412631783603694,17.070732658480946,22.48336444208464,63,0,63,303,5.412631783603694,0.0
Flight_Hippogriff,174.841442907649,3.101708613562609,0.2215506152544721,177.94315152121163,79.71494357491596,2.0495871895788165,81.76453076449478,512,146,658,454,100.70390586285338,6.109815551464335
Restaurant_2,4.282392232733609,23.094764893797503,0.23094764893797504,27.37715712653111,10.036856795469395,17.902918522323645,27.939775317793043,128,0,128,387,10.036856795469395,0.0
Restaurant_1,1.225382795599761,17.52067581076078,0.17520675810760777,18.746058606360542,6.338186873791868,16.900973450894643,23.23916032468651,58,0,58,311,6.338186873791868,0.0
Skull_Island,230.3307326430395,16.379500518745285,0.24817425028401946,246.7102331617848,67.08662115816685,5.87078871639616,72.95740987456301,773,257,1030,837,88.0504641552389,4.031949419891727
Entrance,0.0,1.2659564806681018,0.042198549355603396,1.2659564806681018,NaN,0.3903257391576881,NaN,0,0,0,973,0.0,0.0
Storm_Force,89.74358316400354,14.52873435755075,0.24214557262584582,104.27231752155429,24.081462387478588,3.9987342268488306,28.08019661432742,820,298,1118,1090,31.80207832394529,2.8368145086105145
Harry_Potter_Journey,551.4154809215262,46.76029682586461,0.2487249831163011,598.1757777473908,50.978318729262824,4.999318976393222,55.97763770565604,2480,765,3245,2806,65.61595490216999,3.5255896981390378
Jurassic_World_VelociCoaster,978.0898453848549,23.56550522920945,0.2454740128042651,1001.6553506140643,83.52603291074765,2.971690445045328,86.49772335579297,2620,893,3513,2379,109.49852683666283,7.324538973571628
Incredible_Hulk_Coaster,150.1383272199264,7.6157583416475365,0.23799244817648552,157.75408556157393,48.06990199143855,2.9671785746678716,51.03708056610642,702,235,937,770,59.101054958290625,15.11726632024648
Restaurant_4,1.9348091608624471,18.827191417334113,0.18827191417334113,20.76200057819656,6.828738214808637,18.27882661877098,25.10756483357962,85,0,85,309,6.828738214808637,0.0
Doctor_Doom_Fearfall,133.26361630888516,7.5914047656308545,0.2372313989259642,140.85502107451603,30.58843526600272,1.9683849867668595,32.556820252769576,953,354,1307,1157,40.55753558897611,3.7507160349471267
