Center name,E[Nq],m*Rho,Rho,E[Ns],E[Tq],E[S],E[Ts],NormalEnqueued,PriorityEnqueued,TotalEnqueued,TotalServed,E[Tq] Normal,E[Tq] Priority
Restaurant_1,22.79791999687131,87.48219813888845,0.8748219813888845,110.28011813575976,6.025881937499025,16.480162914704263,22.50604485220329,454,0,454,637,6.025881937499025,0.0
Skull_Island,146.52117553614443,17.738001890174733,0.26875760439658686,164.25917742631918,34.07469198514987,5.721936093604752,39.79662807875462,460,56,516,372,37.82850356925829,3.239811115688
Entrance,0.0,3.300609881697073,0.11002032938990243,3.300609881697073,NaN,0.39686691964293463,NaN,0,0,0,998,0.0,0.0
Storm_Force,45.96539222678818,15.185655438501957,0.25309425730836593,61.15104766529014,12.122740807065016,3.885455549296876,16.008196356361893,389,66,455,469,13.814060504700207,2.1542050134273034
Harry_Potter_Journey,329.35702267836785,47.67566127149918,0.2535939429335063,377.032683949867,27.238347843834696,4.803593075214024,32.04194091904872,1258,193,1451,1191,31.038060705156884,2.4713075353201646
Jurassic_World_VelociCoaster,507.69943709383807,24.71093203415139,0.25740554202241034,532.4103691279894,40.29360611855858,2.924370654929159,43.217976773487734,1284,228,1512,1014,47.10193790760941,1.9519481486407313
Incredible_Hulk_Coaster,141.42026503291993,7.9262371943496,0.247694912323425,149.34650222726953,37.37980573557355,3.000468338555054,40.3802740741286,372,82,454,317,44.82877778110992,3.5869081631405044
Restaurant_4,77.17192361718247,92.91253982410649,0.9291253982410649,170.08446344128896,14.84075454176586,18.247961994914533,33.088716536680394,624,0,624,611,14.84075454176586,0.0
Doctor_Doom_Fearfall,151.36402835166712,7.842880341605901,0.2450900106751844,159.20690869327302,28.877080130683712,1.9405064762736248,30.817586606957338,529,100,629,485,34.01599731254868,1.6922082386181776
Restaurant_3,28.11078897291951,87.68798739682971,0.8768798739682971,115.79877636974923,6.746589353500682,16.917296603889977,23.663885957390658,500,0,500,622,6.746589353500682,0.0
Flight_Hippogriff,100.18903005614744,2.954704437855561,0.21105031698968293,103.143734494003,41.60098133819271,1.937511106790532,43.53849244498324,240,49,289,183,48.8050484358431,6.3157547374561664
Restaurant_2,37.16733636697481,88.56637184284912,0.8856637184284912,125.73370820982394,8.728141612596824,17.031994585163293,25.76013619776012,511,0,511,624,8.728141612596824,0.0
Restaurant_1,20.122504235608062,88.27152078085699,0.8827152078085699,108.39402501646506,5.192904318866597,16.840353726077645,22.03325804494424,465,0,465,629,5.192904318866597,0.0
Skull_Island,161.6980766059155,16.976934245297294,0.2572262764438984,178.6750108512128,38.19639604864146,5.722562105156391,43.91895815379785,425,83,508,356,44.652175117379926,5.139695997872465
Entrance,0.0,3.238676149148067,0.1079558716382689,3.238676149148067,NaN,0.3961683362872253,NaN,0,0,0,981,0.0,0.0
Storm_Force,94.68274219318825,15.146867588684554,0.2524477931447426,109.82960978187279,21.19762884922125,3.867285341791801,25.064914191013052,448,88,536,470,24.967527689878914,2.005416569509536
Harry_Potter_Journey,365.671738802637,47.57085582391457,0.25303646714848177,413.2425946265515,30.262488728494095,4.805136951910563,35.06762568040466,1237,213,1450,1188,35.00468057067847,2.7221539454796333
Jurassic_World_VelociCoaster,504.3037570409669,23.961749523175246,0.24960155753307547,528.2655065641421,39.14388799800519,2.922164575996981,42.06605257400217,1311,235,1546,984,45.79892973928155,2.017250879650656
Incredible_Hulk_Coaster,85.87268477304096,7.864337247277219,0.2457605389774131,93.73702202031818,25.13346871406077,2.868451275602633,28.001919989663403,348,62,410,329,29.162674666973086,2.517925623520589
Restaurant_4,21.36377736912609,89.8060159542429,0.8980601595424289,111.16979332336899,5.8664834880895445,16.682232065803635,22.54871555389318,437,0,437,646,5.8664834880895445,0.0
Doctor_Doom_Fearfall,92.33247805369065,7.823750323570646,0.2444921976115827,100.15622837726129,19.856446893266806,1.9238730303862244,21.780319923653032,470,88,558,488,23.285232516929543,1.5436145850680212
Restaurant_3,30.70590516911071,89.81731608554401,0.8981731608554401,120.52322125465471,6.603420466475422,17.026979352709766,23.630399819185186,558,0,558,633,6.603420466475422,0.0
Flight_Hippogriff,53.46114965022392,3.276516269559917,0.23403687639713694,56.73766591978384,26.292368680437995,1.96590976173595,28.258278442173946,202,42,244,200,31.38171764131519,1.8150236781238713
Restaurant_2,44.25796754992739,89.0863511261553,0.8908635112615529,133.3443186760827,10.058628988619862,17.077255806930726,27.135884795550588,528,0,528,626,10.058628988619862,0.0
Restaurant_1,11.638163587378386,86.1519849769948,0.861519849769948,97.79014856437318,3.7643655808231977,16.357971831074963,20.12233741189816,371,0,371,632,3.7643655808231977,0.0
Skull_Island,172.0580813650833,16.285381327069064,0.24674820192528885,188.34346269215237,40.56379128449901,5.714168886690899,46.27796017118991,422,87,509,342,48.26787247981246,3.194569854357965
Entrance,0.0,3.238676149148067,0.1079558716382689,3.238676149148067,NaN,0.3961683362872253,NaN,0,0,0,981,0.0,0.0
Storm_Force,22.813488872423974,14.568858824808641,0.2428143137468107,37.38234769723261,5.900040225626889,4.0006019656225105,9.9006421912494,395,69,464,437,6.565339716159398,2.0914416928683175
Harry_Potter_Journey,323.8136932230379,49.08206568227362,0.26107481745890226,372.8957589053115,26.237436317869374,4.80803908724313,31.045475405112505,1273,208,1481,1225,30.130211449134663,2.41290390392353
Jurassic_World_VelociCoaster,494.60633105326843,23.665898530284906,0.24651977635713443,518.2722295835533,40.792274726042756,2.998846698663346,43.791121424706105,1263,192,1455,947,46.747384401170855,1.6188188943406956
Incredible_Hulk_Coaster,169.98450478878644,7.689915191782658,0.24030984974320807,177.67441998056907,42.85323650137473,2.8481167376972807,45.70135323907201,400,76,476,324,50.698371685085014,1.5630513239522443
Restaurant_4,42.2782505646281,90.12016763076313,0.9012016763076314,132.39841819539123,9.043476056604941,17.470791786254566,26.514267842859507,561,0,561,619,9.043476056604941,0.0
Doctor_Doom_Fearfall,83.47808939298781,7.751050506411527,0.24222032832536022,91.22913989939934,17.888162012783102,1.9377626266028818,19.825924639385985,461,99,560,480,21.52172376084614,0.9682431657421111
Restaurant_3,33.702776308123575,90.11173905670586,0.9011173905670585,123.81451536482945,7.448127360911288,17.136939281782414,24.585066642693704,543,0,543,631,7.448127360911288,0.0
Flight_Hippogriff,97.0924591144337,3.1428133106516207,0.22448666504654433,100.23527242508531,39.76482967144042,1.9241714146846658,41.68900108612508,250,43,293,196,46.44668482818008,0.9168345741167191
Restaurant_2,19.95261735865584,87.66060614207679,0.8766060614207679,107.61322350073262,6.0462476844411635,16.359677662595978,22.40592534703714,396,0,396,643,6.0462476844411635,0.0
Restaurant_1,11.638163587378386,86.1519849769948,0.861519849769948,97.79014856437318,3.7643655808231977,16.357971831074963,20.12233741189816,371,0,371,632,3.7643655808231977,0.0
Skull_Island,172.0580813650833,16.285381327069064,0.24674820192528885,188.34346269215237,40.56379128449901,5.714168886690899,46.27796017118991,422,87,509,342,48.26787247981246,3.194569854357965
Entrance,0.0,3.238676149148067,0.1079558716382689,3.238676149148067,NaN,0.3961683362872253,NaN,0,0,0,981,0.0,0.0
Storm_Force,22.813488872423974,14.568858824808641,0.2428143137468107,37.38234769723261,5.900040225626889,4.0006019656225105,9.9006421912494,395,69,464,437,6.565339716159398,2.0914416928683175
Harry_Potter_Journey,323.8136932230379,49.08206568227362,0.26107481745890226,372.8957589053115,26.237436317869374,4.80803908724313,31.045475405112505,1273,208,1481,1225,30.130211449134663,2.41290390392353
Jurassic_World_VelociCoaster,494.60633105326843,23.665898530284906,0.24651977635713443,518.2722295835533,40.792274726042756,2.998846698663346,43.791121424706105,1263,192,1455,947,46.747384401170855,1.6188188943406956
Incredible_Hulk_Coaster,169.98450478878644,7.689915191782658,0.24030984974320807,177.67441998056907,42.85323650137473,2.8481167376972807,45.70135323907201,400,76,476,324,50.698371685085014,1.5630513239522443
