GroupId,GroupSize,Priority,QueueTime,RidingTime,TotalTime,NumberRides
10695,9,NORMAL,0.0,0.0,2647.8586615788154,0
10680,8,PRIORITY,0.0,0.0,2647.8896546923775,0
10713,1,NORMAL,0.0,0.0,2648.0735099583835,0
10720,2,NORMAL,0.0,0.0,2648.103634268433,0
10722,6,NORMAL,0.0,0.0,2648.279871196744,0
10723,1,PRIORITY,0.0,0.0,2648.2927592607034,0
10712,2,PRIORITY,0.0,0.0,2648.30014140712,0
10719,2,NORMAL,0.0,0.0,2648.978727905535,0
10711,9,PRIORITY,0.0,0.0,2649.0323537536715,0
10710,3,NORMAL,0.0,0.0,2649.1209810787504,0
10716,8,PRIORITY,0.0,0.0,2649.1874976297922,0
10729,3,NORMAL,0.0,0.0,2649.372618594083,0
10704,7,NORMAL,0.0,0.0,2649.5701341483923,0
10725,2,NORMAL,0.0,0.0,2649.617356171813,0
10726,9,NORMAL,0.0,0.0,2649.6914571665247,0
10728,6,NORMAL,0.0,0.0,2650.055588653613,0
10730,3,PRIORITY,0.0,0.0,2650.078507315115,0
10724,9,NORMAL,0.0,0.0,2650.1661950467083,0
10731,3,NORMAL,0.0,0.0,2650.299456719387,0
10735,3,NORMAL,0.0,0.0,2650.446718637853,0
10737,3,PRIORITY,0.0,0.0,2650.485335720774,0
10734,4,NORMAL,0.0,0.0,2650.4906179922327,0
10718,9,NORMAL,0.0,0.0,2650.491001414267,0
10739,7,PRIORITY,0.0,0.0,2650.53458877847,0
10733,9,NORMAL,0.0,0.0,2650.5981969805803,0
10732,2,PRIORITY,0.0,0.0,2651.0882499694976,0
10740,2,NORMAL,0.0,0.0,2651.2390558470247,0
10721,6,NORMAL,0.0,0.0,2651.5884760476392,0
10738,1,NORMAL,0.0,0.0,2651.7896924622687,0
10727,6,NORMAL,0.0,0.0,2652.2050144126265,0
10747,1,PRIORITY,0.0,0.0,2653.0285489646712,0
10746,4,NORMAL,0.0,0.0,2653.064544472727,0
10749,2,NORMAL,0.0,0.0,2653.0803382989116,0
10750,1,NORMAL,0.0,0.0,2653.236834339371,0
10751,5,NORMAL,0.0,0.0,2653.4137334990724,0
10742,8,NORMAL,0.0,0.0,2653.482209374584,0
10748,6,NORMAL,0.0,0.0,2653.6164600918687,0
10752,3,NORMAL,0.0,0.0,2654.448464306545,0
10745,9,NORMAL,0.0,0.0,2654.821058400313,0
10757,3,NORMAL,0.0,0.0,2655.0599659409286,0
10741,7,PRIORITY,0.0,0.0,2655.299586740127,0
10758,8,PRIORITY,0.0,0.0,2655.943665243525,0
10717,7,NORMAL,0.0,0.0,2656.1167757148505,0
10759,3,NORMAL,0.0,0.0,2656.129127559361,0
10760,2,NORMAL,0.0,0.0,2656.2127632037923,0
10743,6,NORMAL,0.0,0.0,2656.2298850258053,0
10764,1,NORMAL,0.0,0.0,2656.5534550108646,0
10753,2,NORMAL,0.0,0.0,2656.5657702714684,0
10765,2,NORMAL,0.0,0.0,2656.719903814765,0
10744,6,PRIORITY,0.0,0.0,2657.6288969200605,0
10767,7,NORMAL,0.0,0.0,2657.802006531048,0
10766,3,NORMAL,0.0,0.0,2657.8588372857944,0
10769,2,PRIORITY,0.0,0.0,2658.1485827978413,0
10736,4,PRIORITY,0.0,0.0,2658.173516886017,0
10754,8,NORMAL,0.0,0.0,2658.2161542935087,0
10773,3,NORMAL,0.0,0.0,2658.6641148513595,0
10761,5,PRIORITY,0.0,0.0,2658.7707031471064,0
10768,4,NORMAL,0.0,0.0,2658.870161136611,0
10762,9,NORMAL,0.0,0.0,2659.1025413660723,0
10770,6,NORMAL,0.0,0.0,2659.105029050305,0
10775,6,NORMAL,0.0,0.0,2659.252415167893,0
10771,6,NORMAL,0.0,0.0,2659.5557471839684,0
10756,7,NORMAL,0.0,0.0,2659.8359412330824,0
10774,8,NORMAL,0.0,0.0,2660.1498275957642,0
10779,1,NORMAL,0.0,0.0,2660.2103872848684,0
10772,1,NORMAL,0.0,0.0,2660.2969269434243,0
10781,1,NORMAL,0.0,0.0,2660.511837667514,0
10783,3,NORMAL,0.0,0.0,2661.3894677551048,0
10780,9,NORMAL,0.0,0.0,2661.670333398233,0
10776,6,NORMAL,0.0,0.0,2661.8892865192265,0
10786,7,PRIORITY,0.0,0.0,2661.9033230563787,0
10777,2,PRIORITY,0.0,0.0,2661.9214954924705,0
10782,4,PRIORITY,0.0,0.0,2662.132161960615,0
10787,9,PRIORITY,0.0,0.0,2663.023665890608,0
10788,4,NORMAL,0.0,0.0,2663.0350400487455,0
10792,6,NORMAL,0.0,0.0,2663.58150897554,0
10784,4,NORMAL,0.0,0.0,2663.8665716759247,0
10755,6,PRIORITY,0.0,0.0,2663.9434068208193,0
10778,8,NORMAL,0.0,0.0,2664.6620249097186,0
10789,2,PRIORITY,0.0,0.0,2664.7167259564235,0
10785,6,NORMAL,0.0,0.0,2665.812831744662,0
10793,4,NORMAL,0.0,0.0,2665.948078505114,0
10800,1,NORMAL,0.0,0.0,2666.3465300415514,0
10799,5,NORMAL,0.0,0.0,2666.66599273702,0
10790,8,PRIORITY,0.0,0.0,2666.975830112331,0
10801,8,NORMAL,0.0,0.0,2667.074881976321,0
10794,7,PRIORITY,0.0,0.0,2667.1030341262485,0
10804,4,PRIORITY,0.0,0.0,2667.1800750020375,0
10791,8,NORMAL,0.0,0.0,2667.181648096938,0
10807,9,NORMAL,0.0,0.0,2667.8121827318573,0
10803,2,NORMAL,0.0,0.0,2668.1173233411146,0
10808,6,PRIORITY,0.0,0.0,2668.4594421206634,0
10805,9,PRIORITY,0.0,0.0,2668.539937621763,0
10810,1,NORMAL,0.0,0.0,2668.753372974249,0
10809,1,PRIORITY,0.0,0.0,2668.8072160078477,0
10796,9,NORMAL,0.0,0.0,2668.886929228386,0
10813,5,NORMAL,0.0,0.0,2669.0505383936234,0
10797,5,PRIORITY,0.0,0.0,2669.150112454758,0
10812,7,NORMAL,0.0,0.0,2669.7319850210097,0
10817,3,NORMAL,0.0,0.0,2669.8125796673453,0
10818,2,NORMAL,0.0,0.0,2669.968403900532,0
10819,3,NORMAL,0.0,0.0,2670.0339291860287,0
10820,3,NORMAL,0.0,0.0,2670.473824657541,0
10816,8,NORMAL,0.0,0.0,2670.6021964477245,0
10795,4,NORMAL,0.0,0.0,2670.766650329614,0
10811,3,PRIORITY,0.0,0.0,2670.881820140854,0
10798,9,PRIORITY,0.0,0.0,2670.8866028681637,0
10822,6,PRIORITY,0.0,0.0,2670.9469109644624,0
10821,5,PRIORITY,0.0,0.0,2671.2207606050715,0
10802,7,NORMAL,0.0,0.0,2671.8082860998215,0
10826,4,NORMAL,0.0,0.0,2671.8102310836603,0
10763,7,PRIORITY,0.0,0.0,2671.9674580882943,0
10827,4,PRIORITY,0.0,0.0,2672.1112098699473,0
10814,5,NORMAL,0.0,0.0,2672.590613571655,0
10829,4,PRIORITY,0.0,0.0,2672.8246460388846,0
10825,6,PRIORITY,0.0,0.0,2673.118756845568,0
10832,8,NORMAL,0.0,0.0,2674.168251992181,0
10835,8,NORMAL,0.0,0.0,2674.2674660171497,0
10824,8,PRIORITY,0.0,0.0,2674.2675513379622,0
10830,9,NORMAL,0.0,0.0,2674.4131238721475,0
10815,5,NORMAL,0.0,0.0,2674.416268073862,0
10838,8,NORMAL,0.0,0.0,2674.9542214443313,0
10828,5,PRIORITY,0.0,0.0,2674.9835481815744,0
10833,5,NORMAL,0.0,0.0,2675.029263804327,0
10842,8,NORMAL,0.0,0.0,2675.7994882188987,0
10839,8,NORMAL,0.0,0.0,2676.6661803253496,0
10836,6,NORMAL,0.0,0.0,2676.7547903400423,0
