Center name,Served Jobs,Average Service Time,Average Queue Time,Avg Queue Time Normal,Avg Queue Time Prio
Restaurant_1,13,16.731167255381596,0.0,0.0,0.0
Skull_Island,606,5.9373884212744725,4.3427838742209595,0.7810441262237248,1.065599597346418
Entrance,848,0.5130692825592578,0.0,0.0,0.0
Storm_Force,716,4.014331586649384,2.6822353244242816,0.5404639844288095,0.43824472477224263
Harry_Potter_Journey,735,1.9827328673569729,1.9984391365468053,0.5150264553004903,0.2643714973691141
Jurassic_World_VelociCoaster,1003,2.958065657403082,1.8920208985373745,0.41395027647495697,0.29602287618836587
Incredible_Hulk_Coaster,896,2.9243901629537814,1.882681247049123,0.41141002569249074,0.3306855875784413
Restaurant_4,34,15.071849220137096,0.0,0.0,0.0
Doctor_Doom_Fearfall,986,2.003813703813969,1.1474824253087685,0.2587382567884174,0.19499024043880592
Restaurant_3,27,14.46887932701691,0.0,0.0,0.0
Flight_Hippogriff,718,2.0156274732706665,2.4582667033345813,0.5752081450157508,0.28130706950455564
Restaurant_2,29,16.46327570044524,0.0,0.0,0.0
