Center name,Served Jobs,Average Service Time,Average Queue Time,Avg Queue Time Normal,Avg Queue Time Prio
Restaurant_1,114,13.958346063782788,30.836250799339926,3.871816243863309,0.0
Skull_Island,179,6.061214895763658,3.2704039806159857,0.7945647977724709,1.028574024672886
Entrance,606,0.4038547742024306,0.0,0.0,0.0
Storm_Force,143,4.02082616360558,1.7751407802248462,0.5396123205882125,0.4581019954146516
Harry_Potter_Journey,174,1.9179222804405167,1.1527990172843763,0.45930904540307854,0.2554889332750064
Jurassic_World_VelociCoaster,204,2.972267053528232,1.1444890803372731,0.39817860810873185,0.29107396610379604
Incredible_Hulk_Coaster,233,3.0871669207864647,1.2385159207430445,0.38921056096592244,0.3202904143664968
Restaurant_4,109,14.203084863953599,31.35225464400492,3.5124932588719204,0.0
Doctor_Doom_Fearfall,225,2.0591779580916665,0.608902348953991,0.23186595032720192,0.19686277968095675
Restaurant_3,116,14.869142985030898,20.925838449108845,2.549787037916624,0.0
Flight_Hippogriff,204,1.9908966045364038,0.9789020662288729,0.5178930396094983,0.2594964710800715
Restaurant_2,112,15.675730858079964,48.200204633706015,4.600019529357835,0.0
