Center name,Avg Service Time - Services,Groups Served,Normal Group Served,Priority Group Served,Avg Service Time - Groups,Avg Queue Time - Groups,Avg Queue Time Normal - Groups,Avg Queue Time Prio - Groups,People Served,Normal People Served,Priority People Served,Avg Service Time - People,Avg Queue Time - People,Avg Queue Time Normal - People,Avg Queue Time Prio - People
Restaurant_1,41.60753540921185,161,203,0,41.60753540921185,0.0,0.0,0.0,710,987,0,54.56354118168458,0.0,0.0,0.0
Skull_Island,6.036427497042538,386,333,49,6.037787299926019,491.4854870230135,563.29052902189,3.504283234730644,1914,1661,254,6.0390598316510244,489.1091009711038,563.3557900344126,3.582524064977028
Entrance,0.5032774765775355,564,562,0,0.5032774765775355,0.0,0.0,0.0,2860,2843,0,0.6333078956274341,0.0,0.0,0.0
Storm_Force,3.961894369537059,502,446,55,3.952824539255703,346.56183889754743,388.99362088885607,2.4786612952999763,2574,2331,243,3.9604142735163848,351.50510081668693,387.8941239375081,2.4400271762169092
Harry_Potter_Journey,5.033573519337725,1366,1308,58,5.0387907084619,14.07893906249992,14.549339765214953,3.4705921805818436,6660,6390,268,5.034308344477331,14.180566874823922,14.628761626599822,3.4941323082269364
Jurassic_World_VelociCoaster,2.984839613068929,1149,1082,65,2.9784278582198485,31.302901545399195,33.081107567616996,1.702610529404174,5585,5276,306,2.9835930034057077,31.331054271879808,33.04715173277185,1.7423934755840185
Incredible_Hulk_Coaster,3.0001257121253087,360,270,87,3.0003673680374114,472.9014683066225,624.737264868537,1.6869272524055898,1764,1387,376,3.0016319624044008,492.3896630479138,625.4066484883704,1.7126449470810905
Restaurant_4,18.535709062790126,184,209,0,18.535709062790126,0.0,0.0,0.0,900,1053,0,23.622698690514994,0.0,0.0,0.0
Doctor_Doom_Fearfall,2.031999310059561,553,472,80,2.024078232427202,457.7046808641764,535.0693848047918,1.2529276145462434,2616,2246,370,2.0272927486905616,459.58518787666077,535.0890847824425,1.256127199942441
Restaurant_3,26.72916503685937,185,214,0,26.72916503685937,0.0,0.0,0.0,839,1027,0,34.30479848443068,0.0,0.0,0.0
Flight_Hippogriff,2.007664239322191,209,124,85,1.9891603980419128,403.6488272497602,678.9325556758125,2.058446957637019,1002,561,443,2.000170998689895,379.7992946874149,678.0488840855115,2.106248068154964
Restaurant_2,35.079434660847014,187,208,0,35.079434660847014,0.0,0.0,0.0,898,1027,0,45.74250306980794,0.0,0.0,0.0
