Center name,Avg Queue Time,Avg Queue Time - Normal,Avg Queue Time - Prio,Normal Jobs Served,Priority Jobs Served,Avg Single Service Time,Avg System Time
Restaurant_1,0.0,0.0,0.0,0,0,0.0,0.0
Skull_Island,0.0,0.0,0.0,19821,0,6.000255015275822,6.000255015275822
Entrance,0.0,0.0,0.0,1390,0,0.10255363267227345,0.10255363267227345
Storm_Force,0.0,0.0,0.0,19808,0,3.9981691461907993,3.9981691461907993
Harry_Potter_Journey,0.0,0.0,0.0,19846,0,5.001780832932116,5.001780832932116
Jurassic_World_VelociCoaster,0.0,0.0,0.0,19770,0,2.999759482087862,2.999759482087862
Incredible_Hulk_Coaster,0.002722294035668584,0.002722294035668584,0.0,19901,0,2.997241061748165,2.9999633557838337
Restaurant_4,0.0,0.0,0.0,0,0,0.0,0.0
Doctor_Doom_Fearfall,3.602381634229688E-5,3.602381634229688E-5,0.0,19707,0,2.002130921766183,2.0021669455825255
Restaurant_3,0.0,0.0,0.0,0,0,0.0,0.0
Flight_Hippogriff,76.20475134205611,76.20475134205611,0.0,18733,0,2.0001036223091058,78.20485496436523
Restaurant_2,0.0,0.0,0.0,0,0,0.0,0.0
