Center name,Avg Queue Time,Avg Queue Time - Normal,Avg Queue Time - Prio,Normal Jobs Served,Priority Jobs Served,Avg Single Service Time,Avg System Time
Restaurant_1,0.0,0.0,0.0,0,0,0.0,0.0
Skull_Island,7.933327844278597E-5,7.933327844278597E-5,0.0,51829,0,5.999517863546163,5.999597196824605
Entrance,0.0,0.0,0.0,3527,0,0.10001744643173867,0.10001744643173867
Storm_Force,0.0,0.0,0.0,51932,0,3.9993115212556294,3.9993115212556294
Harry_Potter_Journey,0.0,0.0,0.0,52157,0,5.00159842669679,5.00159842669679
Jurassic_World_VelociCoaster,0.0,0.0,0.0,51758,0,2.9979294329711337,2.9979294329711337
Incredible_Hulk_Coaster,0.006359889387980311,0.006359889387980311,0.0,51940,0,2.999079551165274,3.0054394405532543
Restaurant_4,0.0,0.0,0.0,0,0,0.0,0.0
Doctor_Doom_Fearfall,2.0703276469203503E-5,2.0703276469203503E-5,0.0,51678,0,2.001453586295289,2.001474289571758
Restaurant_3,0.0,0.0,0.0,0,0,0.0,0.0
Flight_Hippogriff,217.1979462824916,217.1979462824916,0.0,48949,0,2.001019188390035,219.19896547088166
Restaurant_2,0.0,0.0,0.0,0,0,0.0,0.0
